dex_key,name,num,type,category,base_power,accuracy,pp,priority,target,flags,coverage_status,mechanics,contract_count,contracts,callbacks,is_nonstandard
Discharge,Discharge,435,Electric,Special,80,100,15,0,allAdjacent,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
dive,Dive,291,Water,Physical,80,100,10,0,normal,allyanim; charge; contact; failinstruct; metronome; mirror; noassist; nonsky; nosleeptalk; protect,mechanic_contract,callback_behavior; damage,0,,onTryMove=Dive.onTryMove,
Dive,Dive,291,Water,Physical,80,100,10,0,normal,allyanim; charge; contact; failinstruct; metronome; mirror; noassist; nonsky; nosleeptalk; protect,mechanic_contract,callback_behavior; damage,0,,onTryMove=Dive.onTryMove,
dizzypunch,Dizzy Punch,146,Normal,Physical,70,100,10,0,normal,contact; metronome; mirror; protect; punch,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,Past
Dizzypunch,Dizzy Punch,146,Normal,Physical,70,100,10,0,normal,contact; metronome; mirror; protect; punch,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,Past
doodle,Doodle,867,Normal,Status,0,100,10,0,adjacentFoe,,explicit_contract,callback_behavior,1,doodle copies the target ability onto the user,onHit=Doodle.onHit,
Doodle,Doodle,867,Normal,Status,0,100,10,0,adjacentFoe,,explicit_contract,callback_behavior,1,doodle copies the target ability onto the user,onHit=Doodle.onHit,
doomdesire,Doom Desire,353,Steel,Special,140,100,5,0,normal,futuremove; metronome,mechanic_contract,callback_behavior; damage,0,,onTry=Doomdesire.onTry,
Doomdesire,Doom Desire,353,Steel,Special,140,100,5,0,normal,futuremove; metronome,mechanic_contract,callback_behavior; damage,0,,onTry=Doomdesire.onTry,
doubleedge,Double-Edge,38,Normal,Physical,120,100,15,0,normal,contact; metronome; mirror; protect,explicit_contract,damage; recoil,1,double-edge applies recoil after damage,,
Doubleedge,Double-Edge,38,Normal,Physical,120,100,15,0,normal,contact; metronome; mirror; protect,explicit_contract,damage; recoil,1,double-edge applies recoil after damage,,
doublehit,Double Hit,458,Normal,Physical,35,90,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
Doublehit,Double Hit,458,Normal,Physical,35,90,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
doubleironbash,Double Iron Bash,742,Steel,Physical,60,100,5,0,normal,contact; mirror; protect; punch,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,Past
Doubleironbash,Double Iron Bash,742,Steel,Physical,60,100,5,0,normal,contact; mirror; protect; punch,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,Past
doublekick,Double Kick,24,Fighting,Physical,30,100,30,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,
Doublekick,Double Kick,24,Fighting,Physical,30,100,30,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,
doubleshock,Double Shock,892,Electric,Physical,120,100,5,0,normal,contact; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onTryMove=Doubleshock.onTryMove,
Doubleshock,Double Shock,892,Electric,Physical,120,100,5,0,normal,contact; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onTryMove=Doubleshock.onTryMove,
doubleslap,Double Slap,3,Normal,Physical,15,85,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,Past
Doubleslap,Double Slap,3,Normal,Physical,15,85,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,Past
doubleteam,Double Team,104,Normal,Status,0,True,15,0,self,metronome; snatch,mechanic_contract,stat_boost,0,,,
Doubleteam,Double Team,104,Normal,Status,0,True,15,0,self,metronome; snatch,mechanic_contract,stat_boost,0,,,
dracometeor,Draco Meteor,434,Dragon,Special,130,90,5,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; stat_boost,0,,,
Dracometeor,Draco Meteor,434,Dragon,Special,130,90,5,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; stat_boost,0,,,
dragonascent,Dragon Ascent,620,Flying,Physical,120,100,5,0,any,contact; distance; mirror; protect,explicit_contract,damage; stat_boost,1,dragon ascent enables rayquaza mega evolution,,
Dragonascent,Dragon Ascent,620,Flying,Physical,120,100,5,0,any,contact; distance; mirror; protect,explicit_contract,damage; stat_boost,1,dragon ascent enables rayquaza mega evolution,,
dragonbreath,Dragon Breath,225,Dragon,Special,60,100,20,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
Dragonbreath,Dragon Breath,225,Dragon,Special,60,100,20,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
dragoncheer,Dragon Cheer,913,Dragon,Status,0,True,15,0,adjacentAlly,allyanim; bypasssub; metronome,mechanic_contract,volatile,0,,,
Dragoncheer,Dragon Cheer,913,Dragon,Status,0,True,15,0,adjacentAlly,allyanim; bypasssub; metronome,mechanic_contract,volatile,0,,,
dragonclaw,Dragon Claw,337,Dragon,Physical,80,100,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,
Dragonclaw,Dragon Claw,337,Dragon,Physical,80,100,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,
dragondance,Dragon Dance,349,Dragon,Status,0,True,20,0,self,dance; metronome; snatch,mechanic_contract,stat_boost,0,,,
Dragondance,Dragon Dance,349,Dragon,Status,0,True,20,0,self,dance; metronome; snatch,mechanic_contract,stat_boost,0,,,
dragondarts,Dragon Darts,751,Dragon,Physical,50,100,10,0,normal,metronome; mirror; noparentalbond; protect,mechanic_contract,damage,0,,,
Dragondarts,Dragon Darts,751,Dragon,Physical,50,100,10,0,normal,metronome; mirror; noparentalbond; protect,mechanic_contract,damage,0,,,
dragonenergy,Dragon Energy,820,Dragon,Special,150,100,5,0,allAdjacentFoes,mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,basePowerCallback=Dragonenergy.basePowerCallback,
Dragonenergy,Dragon Energy,820,Dragon,Special,150,100,5,0,allAdjacentFoes,mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,basePowerCallback=Dragonenergy.basePowerCallback,
dragonhammer,Dragon Hammer,692,Dragon,Physical,90,100,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,
Dragonhammer,Dragon Hammer,692,Dragon,Physical,90,100,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,
dragonpulse,Dragon Pulse,406,Dragon,Special,85,100,10,0,any,distance; metronome; mirror; protect; pulse,mechanic_contract,damage,0,,,
Dragonpulse,Dragon Pulse,406,Dragon,Special,85,100,10,0,any,distance; metronome; mirror; protect; pulse,mechanic_contract,damage,0,,,
dragonrage,Dragon Rage,82,Dragon,Special,0,100,10,0,normal,metronome; mirror; protect,explicit_contract,fixed_damage,1,dragon rage deals fixed 40 damage,,Past
Dragonrage,Dragon Rage,82,Dragon,Special,0,100,10,0,normal,metronome; mirror; protect,explicit_contract,fixed_damage,1,dragon rage deals fixed 40 damage,,Past
dragonrush,Dragon Rush,407,Dragon,Physical,100,75,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,
Dragonrush,Dragon Rush,407,Dragon,Physical,100,75,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,
dragontail,Dragon Tail,525,Dragon,Physical,60,90,10,-6,normal,contact; failcopycat; metronome; mirror; noassist; protect,mechanic_contract,damage; forced_switch; priority; random_branch,0,,,
Dragontail,Dragon Tail,525,Dragon,Physical,60,90,10,-6,normal,contact; failcopycat; metronome; mirror; noassist; protect,mechanic_contract,damage; forced_switch; priority; random_branch,0,,,
drainingkiss,Draining Kiss,577,Fairy,Special,50,100,10,0,normal,contact; heal; metronome; mirror; protect,mechanic_contract,damage; drain,0,,,
Drainingkiss,Draining Kiss,577,Fairy,Special,50,100,10,0,normal,contact; heal; metronome; mirror; protect,mechanic_contract,damage; drain,0,,,
drainpunch,Drain Punch,409,Fighting,Physical,75,100,10,0,normal,contact; heal; metronome; mirror; protect; punch,explicit_contract,damage; drain,1,drain punch damages target and heals user by half damage,,
Drainpunch,Drain Punch,409,Fighting,Physical,75,100,10,0,normal,contact; heal; metronome; mirror; protect; punch,explicit_contract,damage; drain,1,drain punch damages target and heals user by half damage,,
dreameater,Dream Eater,138,Psychic,Special,100,100,15,0,normal,heal; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; drain,0,,,
Dreameater,Dream Eater,138,Psychic,Special,100,100,15,0,normal,heal; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; drain,0,,,
drillpeck,Drill Peck,65,Flying,Physical,80,100,20,0,any,contact; distance; metronome; mirror; protect,mechanic_contract,damage,0,,,
Drillpeck,Drill Peck,65,Flying,Physical,80,100,20,0,any,contact; distance; metronome; mirror; protect,mechanic_contract,damage,0,,,
drillrun,Drill Run,529,Ground,Physical,80,95,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
Drillrun,Drill Run,529,Ground,Physical,80,95,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
drumbeating,Drum Beating,778,Grass,Physical,80,100,10,0,normal,mirror; protect,mechanic_contract,damage; secondary_effect; stat_boost,0,,,
Drumbeating,Drum Beating,778,Grass,Physical,80,100,10,0,normal,mirror; protect,mechanic_contract,damage; secondary_effect; stat_boost,0,,,
dualchop,Dual Chop,530,Dragon,Physical,40,90,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,Past
Dualchop,Dual Chop,530,Dragon,Physical,40,90,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,Past
dualwingbeat,Dual Wingbeat,814,Flying,Physical,40,90,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
Dualwingbeat,Dual Wingbeat,814,Flying,Physical,40,90,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
dynamaxcannon,Dynamax Cannon,744,Dragon,Special,100,100,5,0,normal,failcopycat; failencore; failinstruct; failmimic; noparentalbond; nosleeptalk; protect,mechanic_contract,damage,0,,,
Dynamaxcannon,Dynamax Cannon,744,Dragon,Special,100,100,5,0,normal,failcopycat; failencore; failinstruct; failmimic; noparentalbond; nosleeptalk; protect,mechanic_contract,damage,0,,,
dynamicpunch,Dynamic Punch,223,Fighting,Physical,100,50,5,0,normal,contact; metronome; mirror; protect; punch,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,
Dynamicpunch,Dynamic Punch,223,Fighting,Physical,100,50,5,0,normal,contact; metronome; mirror; protect; punch,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,
earthpower,Earth Power,414,Ground,Special,90,100,10,0,normal,metronome; mirror; nonsky; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
Earthpower,Earth Power,414,Ground,Special,90,100,10,0,normal,metronome; mirror; nonsky; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
earthquake,Earthquake,89,Ground,Physical,100,100,10,0,allAdjacent,metronome; mirror; nonsky; protect,mechanic_contract,damage,0,,,
Earthquake,Earthquake,89,Ground,Physical,100,100,10,0,allAdjacent,metronome; mirror; nonsky; protect,mechanic_contract,damage,0,,,
echoedvoice,Echoed Voice,497,Normal,Special,40,100,15,0,normal,bypasssub; metronome; mirror; protect; sound,mechanic_contract,callback_behavior; callback_damage; damage; field_condition,0,,basePowerCallback=Echoedvoice.basePowerCallback; onTry=Echoedvoice.onTry,
Echoedvoice,Echoed Voice,497,Normal,Special,40,100,15,0,normal,bypasssub; metronome; mirror; protect; sound,mechanic_contract,callback_behavior; callback_damage; damage; field_condition,0,,basePowerCallback=Echoedvoice.basePowerCallback; onTry=Echoedvoice.onTry,
eerieimpulse,Eerie Impulse,598,Electric,Status,0,100,15,0,normal,metronome; mirror; protect; reflectable,mechanic_contract,stat_boost,0,,,
Eerieimpulse,Eerie Impulse,598,Electric,Status,0,100,15,0,normal,metronome; mirror; protect; reflectable,mechanic_contract,stat_boost,0,,,
eeriespell,Eerie Spell,826,Psychic,Special,80,100,5,0,normal,bypasssub; metronome; mirror; protect; sound,mechanic_contract,damage; secondary_effect,0,,secondary.onHit=Eeriespell.onHit,
Eeriespell,Eerie Spell,826,Psychic,Special,80,100,5,0,normal,bypasssub; metronome; mirror; protect; sound,mechanic_contract,damage; secondary_effect,0,,secondary.onHit=Eeriespell.onHit,
eggbomb,Egg Bomb,121,Normal,Physical,100,75,10,0,normal,bullet; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,Past
Eggbomb,Egg Bomb,121,Normal,Physical,100,75,10,0,normal,bullet; metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,Past
electricterrain,Electric Terrain,604,Electric,Status,0,True,10,0,all,metronome; nonsky,explicit_contract,field_condition; terrain,1,electric terrain starts electric terrain,,
Electricterrain,Electric Terrain,604,Electric,Status,0,True,10,0,all,metronome; nonsky,explicit_contract,field_condition; terrain,1,electric terrain starts electric terrain,,
electrify,Electrify,582,Electric,Status,0,True,20,0,normal,allyanim; metronome; mirror; protect,mechanic_contract,callback_behavior; volatile,0,,onTryHit=Electrify.onTryHit,Past
Electrify,Electrify,582,Electric,Status,0,True,20,0,normal,allyanim; metronome; mirror; protect,mechanic_contract,callback_behavior; volatile,0,,onTryHit=Electrify.onTryHit,Past
electroball,Electro Ball,486,Electric,Special,0,100,10,0,normal,bullet; metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage,0,,basePowerCallback=Electroball.basePowerCallback,
Electroball,Electro Ball,486,Electric,Special,0,100,10,0,normal,bullet; metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage,0,,basePowerCallback=Electroball.basePowerCallback,
electrodrift,Electro Drift,879,Electric,Special,100,100,5,0,normal,contact; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Electrodrift.onBasePower,
Electrodrift,Electro Drift,879,Electric,Special,100,100,5,0,normal,contact; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Electrodrift.onBasePower,
electroshot,Electro Shot,905,Electric,Special,130,100,10,0,normal,charge; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onTryMove=Electroshot.onTryMove,
Electroshot,Electro Shot,905,Electric,Special,130,100,10,0,normal,charge; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onTryMove=Electroshot.onTryMove,
electroweb,Electroweb,527,Electric,Special,55,95,15,0,allAdjacentFoes,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
Electroweb,Electroweb,527,Electric,Special,55,95,15,0,allAdjacentFoes,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
embargo,Embargo,373,Dark,Status,0,100,15,0,normal,metronome; mirror; protect; reflectable,mechanic_contract,volatile,0,,,Past
Embargo,Embargo,373,Dark,Status,0,100,15,0,normal,metronome; mirror; protect; reflectable,mechanic_contract,volatile,0,,,Past
ember,Ember,52,Fire,Special,40,100,25,0,normal,metronome; mirror; protect,explicit_contract,damage; random_branch; secondary_effect; status_outcome,1,flash fire blocks fire damage and arms boost state,,
Ember,Ember,52,Fire,Special,40,100,25,0,normal,metronome; mirror; protect,explicit_contract,damage; random_branch; secondary_effect; status_outcome,1,flash fire blocks fire damage and arms boost state,,
encore,Encore,227,Normal,Status,0,100,5,0,normal,bypasssub; failencore; metronome; mirror; protect; reflectable,mechanic_contract,volatile,0,,,
Encore,Encore,227,Normal,Status,0,100,5,0,normal,bypasssub; failencore; metronome; mirror; protect; reflectable,mechanic_contract,volatile,0,,,
endeavor,Endeavor,283,Normal,Physical,0,100,5,0,normal,contact; metronome; mirror; noparentalbond; protect,mechanic_contract,callback_behavior; callback_damage,0,,damageCallback=Endeavor.damageCallback,
Endeavor,Endeavor,283,Normal,Physical,0,100,5,0,normal,contact; metronome; mirror; noparentalbond; protect,mechanic_contract,callback_behavior; callback_damage,0,,damageCallback=Endeavor.damageCallback,
endure,Endure,203,Normal,Status,0,True,10,4,self,failcopycat; noassist,mechanic_contract,callback_behavior; priority; volatile,0,,onHit=Endure.onHit; onPrepareHit=Endure.onPrepareHit,
Endure,Endure,203,Normal,Status,0,True,10,4,self,failcopycat; noassist,mechanic_contract,callback_behavior; priority; volatile,0,,onHit=Endure.onHit; onPrepareHit=Endure.onPrepareHit,
energyball,Energy Ball,412,Grass,Special,90,100,10,0,normal,bullet; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
Energyball,Energy Ball,412,Grass,Special,90,100,10,0,normal,bullet; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
entrainment,Entrainment,494,Normal,Status,0,100,15,0,normal,allyanim; metronome; mirror; protect; reflectable,explicit_contract,callback_behavior,1,entrainment gives the target the user's ability,onHit=Entrainment.onHit; onTryHit=Entrainment.onTryHit,
Entrainment,Entrainment,494,Normal,Status,0,100,15,0,normal,allyanim; metronome; mirror; protect; reflectable,explicit_contract,callback_behavior,1,entrainment gives the target the user's ability,onHit=Entrainment.onHit; onTryHit=Entrainment.onTryHit,
eruption,Eruption,284,Fire,Special,150,100,5,0,allAdjacentFoes,metronome; mirror; protect,explicit_contract,callback_behavior; callback_damage; damage,1,eruption current-hp callback halves base power at half hp,basePowerCallback=Eruption.basePowerCallback,
Eruption,Eruption,284,Fire,Special,150,100,5,0,allAdjacentFoes,metronome; mirror; protect,explicit_contract,callback_behavior; callback_damage; damage,1,eruption current-hp callback halves base power at half hp,basePowerCallback=Eruption.basePowerCallback,
esperwing,Esper Wing,840,Psychic,Special,80,100,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; secondary_effect,0,,,
Esperwing,Esper Wing,840,Psychic,Special,80,100,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; secondary_effect,0,,,
eternabeam,Eternabeam,795,Dragon,Special,160,90,5,0,normal,mirror; protect; recharge,mechanic_contract,damage; random_branch; volatile,0,,,Past
Eternabeam,Eternabeam,795,Dragon,Special,160,90,5,0,normal,mirror; protect; recharge,mechanic_contract,damage; random_branch; volatile,0,,,Past
expandingforce,Expanding Force,797,Psychic,Special,80,100,10,0,normal,metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Expandingforce.onBasePower; onModifyMove=Expandingforce.onModifyMove,
Expandingforce,Expanding Force,797,Psychic,Special,80,100,10,0,normal,metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Expandingforce.onBasePower; onModifyMove=Expandingforce.onModifyMove,
explosion,Explosion,153,Normal,Physical,250,100,5,0,allAdjacent,metronome; mirror; noparentalbond; protect,mechanic_contract,damage,0,,,
Explosion,Explosion,153,Normal,Physical,250,100,5,0,allAdjacent,metronome; mirror; noparentalbond; protect,mechanic_contract,damage,0,,,
extrasensory,Extrasensory,326,Psychic,Special,80,100,20,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,
Extrasensory,Extrasensory,326,Psychic,Special,80,100,20,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,
extremeevoboost,Extreme Evoboost,702,Normal,Status,0,True,1,0,self,,mechanic_contract,stat_boost,0,,,Past
Extremeevoboost,Extreme Evoboost,702,Normal,Status,0,True,1,0,self,,mechanic_contract,stat_boost,0,,,Past
extremespeed,Extreme Speed,245,Normal,Physical,80,100,5,2,normal,contact; metronome; mirror; protect,mechanic_contract,damage; priority,0,,,
Extremespeed,Extreme Speed,245,Normal,Physical,80,100,5,2,normal,contact; metronome; mirror; protect,mechanic_contract,damage; priority,0,,,
facade,Facade,263,Normal,Physical,70,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Facade.onBasePower,
Facade,Facade,263,Normal,Physical,70,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Facade.onBasePower,
fairylock,Fairy Lock,587,Fairy,Status,0,True,10,0,all,bypasssub; metronome; mirror,explicit_contract,field_condition,1,fairy lock starts field pseudo-weather,,
Fairylock,Fairy Lock,587,Fairy,Status,0,True,10,0,all,bypasssub; metronome; mirror,explicit_contract,field_condition,1,fairy lock starts field pseudo-weather,,
fairywind,Fairy Wind,584,Fairy,Special,40,100,30,0,normal,metronome; mirror; protect; wind,mechanic_contract,damage,0,,,
Fairywind,Fairy Wind,584,Fairy,Special,40,100,30,0,normal,metronome; mirror; protect; wind,mechanic_contract,damage,0,,,
fakeout,Fake Out,252,Normal,Physical,40,100,10,3,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; priority; secondary_effect; volatile,0,,onTry=Fakeout.onTry,
Fakeout,Fake Out,252,Normal,Physical,40,100,10,3,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; priority; secondary_effect; volatile,0,,onTry=Fakeout.onTry,
faketears,Fake Tears,313,Dark,Status,0,100,20,0,normal,allyanim; metronome; mirror; protect; reflectable,mechanic_contract,stat_boost,0,,,
Faketears,Fake Tears,313,Dark,Status,0,100,20,0,normal,allyanim; metronome; mirror; protect; reflectable,mechanic_contract,stat_boost,0,,,
falsesurrender,False Surrender,793,Dark,Physical,80,True,10,0,normal,contact; mirror; protect,mechanic_contract,damage,0,,,
Falsesurrender,False Surrender,793,Dark,Physical,80,True,10,0,normal,contact; mirror; protect,mechanic_contract,damage,0,,,
falseswipe,False Swipe,206,Normal,Physical,40,100,40,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,,
Falseswipe,False Swipe,206,Normal,Physical,40,100,40,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,,
featherdance,Feather Dance,297,Flying,Status,0,100,15,0,normal,allyanim; dance; metronome; mirror; protect; reflectable,mechanic_contract,stat_boost,0,,,
Featherdance,Feather Dance,297,Flying,Status,0,100,15,0,normal,allyanim; dance; metronome; mirror; protect; reflectable,mechanic_contract,stat_boost,0,,,
feint,Feint,364,Normal,Physical,30,100,10,2,normal,failcopycat; mirror; noassist,mechanic_contract,damage; priority,0,,,
Feint,Feint,364,Normal,Physical,30,100,10,2,normal,failcopycat; mirror; noassist,mechanic_contract,damage; priority,0,,,
feintattack,Feint Attack,185,Dark,Physical,60,True,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,Past
Feintattack,Feint Attack,185,Dark,Physical,60,True,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,Past
fellstinger,Fell Stinger,565,Bug,Physical,50,100,25,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onAfterMoveSecondarySelf=Fellstinger.onAfterMoveSecondarySelf,
Fellstinger,Fell Stinger,565,Bug,Physical,50,100,25,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onAfterMoveSecondarySelf=Fellstinger.onAfterMoveSecondarySelf,
ficklebeam,Fickle Beam,907,Dragon,Special,80,100,5,0,normal,metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Ficklebeam.onBasePower,
Ficklebeam,Fickle Beam,907,Dragon,Special,80,100,5,0,normal,metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Ficklebeam.onBasePower,
fierydance,Fiery Dance,552,Fire,Special,80,100,10,0,normal,dance; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect,0,,,
Fierydance,Fiery Dance,552,Fire,Special,80,100,10,0,normal,dance; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect,0,,,
fierywrath,Fiery Wrath,822,Dark,Special,90,100,10,0,allAdjacentFoes,mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,
Fierywrath,Fiery Wrath,822,Dark,Special,90,100,10,0,allAdjacentFoes,mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,
filletaway,Fillet Away,868,Normal,Status,0,True,10,0,self,snatch,mechanic_contract,callback_behavior; stat_boost,0,,onHit=Filletaway.onHit; onTry=Filletaway.onTry; onTryHit=Filletaway.onTryHit,
Filletaway,Fillet Away,868,Normal,Status,0,True,10,0,self,snatch,mechanic_contract,callback_behavior; stat_boost,0,,onHit=Filletaway.onHit; onTry=Filletaway.onTry; onTryHit=Filletaway.onTryHit,
finalgambit,Final Gambit,515,Fighting,Special,0,100,5,0,normal,metronome; noparentalbond; protect,mechanic_contract,callback_behavior; callback_damage,0,,damageCallback=Finalgambit.damageCallback,
Finalgambit,Final Gambit,515,Fighting,Special,0,100,5,0,normal,metronome; noparentalbond; protect,mechanic_contract,callback_behavior; callback_damage,0,,damageCallback=Finalgambit.damageCallback,
fireblast,Fire Blast,126,Fire,Special,110,85,5,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
Fireblast,Fire Blast,126,Fire,Special,110,85,5,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
firefang,Fire Fang,424,Fire,Physical,65,95,15,0,normal,bite; contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome; volatile,0,,,
Firefang,Fire Fang,424,Fire,Physical,65,95,15,0,normal,bite; contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome; volatile,0,,,
firelash,Fire Lash,680,Fire,Physical,80,100,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; secondary_effect; stat_boost,0,,,
Firelash,Fire Lash,680,Fire,Physical,80,100,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; secondary_effect; stat_boost,0,,,
firepledge,Fire Pledge,519,Fire,Special,80,100,10,0,normal,metronome; mirror; nonsky; pledgecombo; protect,explicit_contract,callback_behavior; callback_damage; combo_move; damage,1,fire pledge combo precondition raises power to 150,basePowerCallback=Firepledge.basePowerCallback; onModifyMove=Firepledge.onModifyMove; onPrepareHit=Firepledge.onPrepareHit,
Firepledge,Fire Pledge,519,Fire,Special,80,100,10,0,normal,metronome; mirror; nonsky; pledgecombo; protect,explicit_contract,callback_behavior; callback_damage; combo_move; damage,1,fire pledge combo precondition raises power to 150,basePowerCallback=Firepledge.basePowerCallback; onModifyMove=Firepledge.onModifyMove; onPrepareHit=Firepledge.onPrepareHit,
firepunch,Fire Punch,7,Fire,Physical,75,100,15,0,normal,contact; metronome; mirror; protect; punch,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
Firepunch,Fire Punch,7,Fire,Physical,75,100,15,0,normal,contact; metronome; mirror; protect; punch,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
firespin,Fire Spin,83,Fire,Special,35,85,15,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; volatile,0,,,
Firespin,Fire Spin,83,Fire,Special,35,85,15,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; volatile,0,,,
firstimpression,First Impression,660,Bug,Physical,90,100,10,2,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; priority,0,,onTry=Firstimpression.onTry,
Firstimpression,First Impression,660,Bug,Physical,90,100,10,2,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; priority,0,,onTry=Firstimpression.onTry,
